,GC124712,GC124713,GC124714,GC124715,GC124716,GC124717,GC124718,GC124719,GC124720,GC124721,GC124722,GC124723,original_tags
RIL182_03566,425.081,297.232,333,563.566,583.988,302,516.017,542.488,482.032,218.609,74.31,230.28,"fig|536231.75.peg.3722|RIL182_03566   Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03567,351,242,276,364,447,438.235,635,712,732,278,135,390,"fig|536231.75.peg.3723|RIL182_03567   Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03568,38,39,32.108,40,91,67,175,200,109.403,78,15,97,"fig|536231.75.peg.3724|RIL182_03568   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03570,636.95,484.84,348.526,991.543,551.7,658.122,526.754,1140.697,988.935,697.909,304.312,941.663,"fig|536231.75.peg.3726|RIL182_03570   Mobile element protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03571,0,0,0,0,0,0,2,0,0,0,0,0,"fig|536231.75.peg.3727|RIL182_03571   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03572,41,34,35,72,117,111,146,207,128,128,18,37,"fig|536231.75.peg.3728|RIL182_03572   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03573,187.919,162.768,174,432.434,602.012,377,498.983,765.512,447.968,424.391,95.69,389.72,"fig|536231.75.peg.3729|RIL182_03573   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03574,2,1,0,0,0,0,0,10,2.597,0,0,0,"fig|536231.75.peg.3730|RIL182_03574   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03575,25,25,21.892,23,45,15,34,42,28,21,0,0,"fig|536231.75.peg.3731|RIL182_03575   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03576,24,36,43,7,33,0,54,35,26,1,0,0,"fig|536231.75.peg.3732|RIL182_03576   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03577,35,53,45,142,119,60,105,138,47,35,0,29,"fig|536231.75.peg.3733|RIL182_03577   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03578,886.922,480.525,766.363,552.296,1464.628,336.815,867.724,1242.058,973.263,127.221,36.568,0,"fig|536231.75.peg.3734|RIL182_03578   Transposase   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03579,50,14,45,51,42,13,82,83,46,70,22,32,"fig|536231.75.peg.3735|RIL182_03579   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
"fig|536231.75.peg.3736   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
",0,0,0,0,0,0,1,0,0,0,0,0,"fig|536231.75.peg.3736   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03580,200496.311,118872.939,160185.101,75013,100992,91747.13,213415.455,191676.762,113174,72216,81020,112383,"fig|536231.75.peg.3737|RIL182_03580   LSU ribosomal protein L17p   [Roseburia intestinalis L1-82 | 536231.75]
"
"fig|536231.75.peg.3738   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
",6312,4954,8077,5772,1203,4293,18640,9042,13450,17489,22042,21440,"fig|536231.75.peg.3738   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03581,17609.002,12481,13780.042,27681,15903,28105,64757.197,90636.869,98306.182,67835,25940,59389,"fig|536231.75.peg.3739|RIL182_03581   DNA-directed RNA polymerase alpha subunit (EC 2.7.7.6)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03582,5446,4479,5053.155,8732,6568,8050,24688,26781.834,23967,14147,4564,13715,"fig|536231.75.peg.3740|RIL182_03582   SSU ribosomal protein S4p (S9e) @ SSU ribosomal protein S4p (S9e), zinc-independent   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03583,8657.696,7929.594,7914.5,16678.526,16397.655,14680.25,25504.835,30258.768,33864.682,23442.495,8597,20446.419,"fig|536231.75.peg.3741|RIL182_03583   SSU ribosomal protein S11p (S14e)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03584,4753.304,3437.406,2837.346,12086.474,11326.345,9026.75,13079.913,17542.172,28354.318,19750.505,5263,15175.581,"fig|536231.75.peg.3742|RIL182_03584   SSU ribosomal protein S13p (S18e)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03585,7942.222,5291.406,8182.377,3898.055,3621.191,4179.683,5964.657,4533.362,1240,927,856.323,1727,"fig|536231.75.peg.3743|RIL182_03585   Translation initiation factor 1   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03586,1947.489,1292.922,2009.878,1201.842,1354.456,1257.405,4009.165,3335.802,2239.298,1740.887,765.415,2078.668,"fig|536231.75.peg.3744|RIL182_03586   L14e-like protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03587,5273.293,5818.672,8146.597,11543.103,11845.353,9709.912,10348.232,11777.835,16544.702,17189.113,8322.262,14887.332,"fig|536231.75.peg.3745|RIL182_03587   Methionine aminopeptidase (EC 3.4.11.18)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03588,3468,2689,2494.023,5684,5758,5625,7709,11744,10811,12069,3603,8674,"fig|536231.75.peg.3746|RIL182_03588   Adenylate kinase (EC 2.7.4.3)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03589,161705.584,120457.851,154259.608,95563.551,93349.446,103824.878,281422.715,235423.976,231547.515,162304.6,94845.861,159924.35,"fig|536231.75.peg.3747|RIL182_03589   Protein translocase subunit SecY   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03590,15784.418,11624.441,9833.282,27329.475,18317.558,21270.466,34149.4,61314.198,30886.43,24152.4,7415.139,20442.65,"fig|536231.75.peg.3748|RIL182_03590   LSU ribosomal protein L15p (L27Ae)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03591,1349.483,1280.897,1448.133,1607.344,1934.235,1423.266,3677.41,4259.725,3271.119,1776.21,650.452,2037.107,"fig|536231.75.peg.3749|RIL182_03591   LSU ribosomal protein L30p (L7e)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03592,10736.605,7669.614,6907.773,15886.928,25755.33,17685.56,29278.195,47829.973,49441.507,36164.26,8086.249,28377.008,"fig|536231.75.peg.3750|RIL182_03592   SSU ribosomal protein S5p (S2e)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03593,22919.266,20379.895,20330.196,19636.653,21705.272,20092.63,45036.289,57869.436,41611.646,31110.602,9486.315,28608.896,"fig|536231.75.peg.3751|RIL182_03593   LSU ribosomal protein L18p (L5e)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03594,23727.739,18034.038,18640.852,14351.923,16216.394,16365.828,35630.031,38431.541,39088.23,26527.928,7752.984,27282.989,"fig|536231.75.peg.3752|RIL182_03594   LSU ribosomal protein L6p (L9e)   [Roseburia intestinalis L1-82 | 536231.75]
"
"fig|536231.75.peg.3753   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
",792.982,559.113,566.551,862.661,502.879,873.841,1193.332,1222.651,878.54,624.007,138,865,"fig|536231.75.peg.3753   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03595,11889.703,9697.05,10913.604,14902.543,13162.974,13395.222,28676.895,44684.707,41632.834,25931.596,5438,23963.741,"fig|536231.75.peg.3754|RIL182_03595   SSU ribosomal protein S8p (S15Ae)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03596,2284.785,1574.985,1664.611,3278.742,4044.189,3724.697,5828.105,5625.247,11351.386,7284.679,1256.836,6849.034,"fig|536231.75.peg.3755|RIL182_03596   SSU ribosomal protein S14p (S29e) @ SSU ribosomal protein S14p (S29e), zinc-dependent   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03597,12347.556,8727.6,7627.679,19992.557,21426.183,20228.097,32593.064,45138.248,50513.24,36462.718,7142.164,30879.225,"fig|536231.75.peg.3756|RIL182_03597   LSU ribosomal protein L5p (L11e)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03598,2077.308,1711.427,1379.37,4615.835,3880.638,3365.015,10406.817,12764.764,13792.796,6657,816,6640.1,"fig|536231.75.peg.3757|RIL182_03598   LSU ribosomal protein L24p (L26e)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03599,33544.243,25846.955,28589.949,52743.359,61404.614,42404.489,53462.934,52358.699,27274.204,16186,5450,17452.9,"fig|536231.75.peg.3758|RIL182_03599   LSU ribosomal protein L14p (L23e)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03600,19061.042,15369.644,15800.881,12569.07,11522.678,11270.844,36509.109,28528.687,16361.114,9400.578,1837.619,11030.547,"fig|536231.75.peg.3759|RIL182_03600   SSU ribosomal protein S17p (S11e)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03601,10018.72,7721.519,7609.203,6754.946,8079.778,7767.952,20605.195,18288.61,14963.64,8606.625,2709.603,9872.381,"fig|536231.75.peg.3760|RIL182_03601   LSU ribosomal protein L29p (L35e)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03602,9328.249,7165.774,4911.747,17016.145,22288.54,16125.129,26634.016,34753.158,28493.82,18084.896,3274.779,15230.072,"fig|536231.75.peg.3761|RIL182_03602   LSU ribosomal protein L16p (L10e)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03603,13814.498,10880.356,9102.643,25910.462,29992.983,19055.32,37625.273,47333.576,34852.028,22635.136,4393,21002,"fig|536231.75.peg.3762|RIL182_03603   SSU ribosomal protein S3p (S3e)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03604,14390.695,9556.506,7863.373,17786.471,8030.963,10759.679,25611.559,26049.58,14248.399,7337.764,1997,7719,"fig|536231.75.peg.3763|RIL182_03604   LSU ribosomal protein L22p (L17e)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03605,9543.841,7228.937,7202.392,9461.321,3033.541,6276.832,23487.433,24823.189,17284,8344,2050,8202,"fig|536231.75.peg.3764|RIL182_03605   SSU ribosomal protein S19p (S15e)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03606,52967.684,40046.861,38054.593,63037.467,56797.34,49241.275,62657.903,91811.859,118000.279,75479.199,29890.616,63060.451,"fig|536231.75.peg.3765|RIL182_03606   LSU ribosomal protein L2p (L8e)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03607,17649.709,10773.452,11396.766,15016.543,24130.462,17316.496,25161.471,25223.091,24219.175,13468.432,5907.138,14464.67,"fig|536231.75.peg.3766|RIL182_03607   LSU ribosomal protein L23p (L23Ae)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03608,36362.987,26849.516,20543.394,22876.02,22345.593,24169.878,34497.067,35732.646,38030.545,24540.369,9135.246,22904.879,"fig|536231.75.peg.3767|RIL182_03608   LSU ribosomal protein L4p (L1e)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03609,39013.817,27707.416,25578.799,38218.327,28459.348,34286.116,48719.401,53312.111,55792.675,29757,11260,29862,"fig|536231.75.peg.3768|RIL182_03609   LSU ribosomal protein L3p (L3e)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03610,9473.183,7021.584,7361.157,10820.587,8978.652,6815.884,23076.001,25158.345,21329.265,11030,4962,10869,"fig|536231.75.peg.3769|RIL182_03610   SSU ribosomal protein S10p (S20e)   [Roseburia intestinalis L1-82 | 536231.75]
"
"fig|536231.75.peg.3770   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
",0,0,0,1,2,0,0,6,0,0,0,0,"fig|536231.75.peg.3770   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03611,1469,936,1194,2188.048,1109,1641,1138,2433,3903,2388,963,1817,"fig|536231.75.peg.3771|RIL182_03611   Trk potassium uptake system protein TrkA   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03612,1522,1208,1482.258,2537,2470.655,1921,1306,2688,3948,2932,1118,1962,"fig|536231.75.peg.3772|RIL182_03612   Trk potassium uptake system protein TrkH   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03613,1578,1403,1502,4167,3043.306,2730,1055,1975,3658,2884,1397,1848,"fig|536231.75.peg.3773|RIL182_03613   SAM-dependent methyltransferase   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03614,1488,1184,1307,2938,2309,1824,1620,3133,5481,1721,839,1576,"fig|536231.75.peg.3774|RIL182_03614   Magnesium and cobalt transport protein CorA   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03615,992,670,879,616,210,360,876,947,869,205,86,134,"fig|536231.75.peg.3775|RIL182_03615   Acetyltransferase, GNAT family   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03616,126,172,180,200,58,141,236,294,295,177,99,73,"fig|536231.75.peg.3776|RIL182_03616   ThMPase type I predicted   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03617,8,14,16,46,69,39,47,75,18,21,10,12,"fig|536231.75.peg.3777|RIL182_03617   Thiamin-phosphate pyrophosphorylase (EC 2.5.1.3)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03618,75,69,74,115,117,101,197,210,118,144,7,37,"fig|536231.75.peg.3778|RIL182_03618   Hydroxyethylthiazole kinase (EC 2.7.1.50)   [Roseburia intestinalis L1-82 | 536231.75]
"
"fig|536231.75.peg.3779   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
",1,0,3,0,0,0,0,0,0,0,0,8,"fig|536231.75.peg.3779   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03619,1318,836,1174,1242,869,947,2456,3621,4961,2782,1073,2490,"fig|536231.75.peg.3780|RIL182_03619   Membrane protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03620,6138,4345,4747,9803,10233,7942,10097,15631,17592,8125,2792,7486,"fig|536231.75.peg.3781|RIL182_03620   Orotidine 5'-phosphate decarboxylase (EC 4.1.1.23)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03621,20812,12935,12378,49641,37396,22146,44849.83,70456.612,66302,30522,7708,26753,"fig|536231.75.peg.3782|RIL182_03621   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03623,41,41,16,63,95,43,69,39,102,24,36,43,"fig|536231.75.peg.3783|RIL182_03623   exodeoxyribonuclease-like protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03624,1832,1466,1643,2223,1296,1336,1331,1834,2271,1284,946,1033,"fig|536231.75.peg.3784|RIL182_03624   Oxidoreductase, short-chain dehydrogenase/reductase family   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03625,1256,1138,1461,3946,3558,2132,1658,2753,3172,1882,1351,1605,"fig|536231.75.peg.3785|RIL182_03625   Limit dextrin alpha-1,6-maltotetraose-hydrolase (EC 3.2.1.196)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03626,1004,930,1374,2351,2099,1136,886,1211,1049,728,542,470,"fig|536231.75.peg.3786|RIL182_03626   L-fuculose phosphate aldolase (EC 4.1.2.17)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03627,149,98,110,802,236,364,189,367,630,647,162,268,"fig|536231.75.peg.3787|RIL182_03627   rhamnogalacturonan acetylesterase   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03628,89,86,82,83,22,47,104,131,37,19,10,49,"fig|536231.75.peg.3788|RIL182_03628   Uncharacterized protein Closa_1602   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03629,3035,2391,3126,2166,1538,2130,2284,4118,4523,1573,551,1526,"fig|536231.75.peg.3789|RIL182_03629   Putative membrane-spanning protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03630,331,208,261,882,1157,893,914,2325.266,2973,870,192,779,"fig|536231.75.peg.3790|RIL182_03630   probable glucanotransferase (endo alpha-1,4 polygalactosaminidase related protein)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03631,933,772,968,1548,1213,1319,1253.017,2918,3266,1430,497,1139,"fig|536231.75.peg.3791|RIL182_03631   Permease of the drug/metabolite transporter (DMT) superfamily   [Roseburia intestinalis L1-82 | 536231.75]
"
"fig|536231.75.peg.3792   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
",0,0,0,0,0,0,0,0,0,0,0,0,"fig|536231.75.peg.3792   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03632,8870.633,7708.107,11086.377,10960.822,16743.772,15915.258,5767.043,10117.093,19349.476,4663.101,5181,5331.011,"fig|536231.75.peg.3793|RIL182_03632   Integrase   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03633,402.394,261,264,1029,1252,630,332.008,743.447,876.001,549,184,280,"fig|536231.75.peg.3794|RIL182_03633   FIG01032572: hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03634,121.511,71,42.298,0,10,6,9.44,37,22,0,0,0,"fig|536231.75.peg.3795|RIL182_03634   FIG00519444: hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03635,8,0,3,8,14,5,3,1,6,0,0,0,"fig|536231.75.peg.3796|RIL182_03635   FIG00533143: hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
"fig|536231.75.peg.3797   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
",0,2,0,22,39,0,1,0,0,0,0,0,"fig|536231.75.peg.3797   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
"fig|536231.75.peg.3798   FIG00517494: hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
",42,61,31,159,81,71,11,63,44,8,0,15,"fig|536231.75.peg.3798   FIG00517494: hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03638,125,76,55,84,161,89,112,115,88,86,34,77,"fig|536231.75.peg.3799|RIL182_03638   FIG01032562: hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03639,606,463,440,704,1258,621,893,1531,2029,1360,165,1246,"fig|536231.75.peg.3800|RIL182_03639   ABC transporter-coupled two-component system, fused permease protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03640,113,150,112,218,356.031,156,225,423,397,269,44,205,"fig|536231.75.peg.3801|RIL182_03640   ABC transporter-coupled two-component system, ATP-binding protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03641,110,87,89,274,296,181,298,476,464,475,49,359,"fig|536231.75.peg.3802|RIL182_03641   ABC transporter-coupled two-component system, signal transduction histidine kinase   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03642,1007,861,1042,422,665,316,502,728.011,472,296,188,213,"fig|536231.75.peg.3803|RIL182_03642   ABC transporter-coupled two-component system, LuxR family response regulator   [Roseburia intestinalis L1-82 | 536231.75]
"
"fig|536231.75.peg.3804   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
",0,0,0,0,0,0,0,0,0,0,0,0,"fig|536231.75.peg.3804   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03643,41,12,15,35,52,44,61,98,129,56,17,52,"fig|536231.75.peg.3805|RIL182_03643   FIG01032573: hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03644,971,1057,862,2960,3059,1581,1483,2754,2589,1374,713,993,"fig|536231.75.peg.3806|RIL182_03644   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03645,56,71.174,21.109,241,371.176,155.568,407.589,912.322,805,302,31,201,"fig|536231.75.peg.3807|RIL182_03645   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03646,91,67.826,63.891,105,374.824,67.432,228.411,396.678,341,72,23,32,"fig|536231.75.peg.3808|RIL182_03646   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03647,6,0,7,10,0,5,15,4,4,0,0,0,"fig|536231.75.peg.3809|RIL182_03647   FIG00524218: hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03648,2527,2071,2295,2609,4146,2613,6359,5528,1435,370,251,714,"fig|536231.75.peg.3810|RIL182_03648   Adenosine deaminase-like protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03649,0,0,1,0,0,0,8,0,0,0,0,0,"fig|536231.75.peg.3811|RIL182_03649   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03650,75,58,37,36,155,94,73,87,32,34,0,31,"fig|536231.75.peg.3812|RIL182_03650   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
"fig|536231.75.peg.3813   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
",0,0,0,0,0,0,0,0,0,0,0,0,"fig|536231.75.peg.3813   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03651,3,2,4,14,0,0,7,0,0,3,0,0,"fig|536231.75.peg.3814|RIL182_03651   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03652,32,56,24,81,156,35,50,63,19,32,15,62,"fig|536231.75.peg.3815|RIL182_03652   TnpY-like protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03653,154,100,110,199,249,125,275,185,99,51,38,108,"fig|536231.75.peg.3816|RIL182_03653   Integrase   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03654,2,6,2,9,3,7,11,12,13,11,0,11,"fig|536231.75.peg.3817|RIL182_03654   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
