,GC124670,GC124671,GC124672,GC124673,GC124674,GC124675,GC124676,GC124677,GC124678,original_tags
RIL182_03232,697,415,405,625,358,332,802,758,1441,"fig|536231.75.peg.3392|RIL182_03232   DNA-binding response regulator, AraC family   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03233,2413,1607,1142,2147,1478.001,1852,3935,3601,5675,"fig|536231.75.peg.3393|RIL182_03233   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03234,7331,4694.026,3949,5345,4746,4266,10317,9863,14290,"fig|536231.75.peg.3394|RIL182_03234   Asparagine synthetase [glutamine-hydrolyzing] (EC 6.3.5.4)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03235,2081,1404.327,816,1494,1364,1079,2278,1861,2936,"fig|536231.75.peg.3395|RIL182_03235   N-acetylmannosaminyltransferase (EC 2.4.1.187)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03236,1188,905,324,629,787,414,234,301,505.003,"fig|536231.75.peg.3396|RIL182_03236   glycosyltransferase family 23   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03237,9076.048,6698,4761,5909,5648,7217,5590,5359,8468,"fig|536231.75.peg.3397|RIL182_03237   Phospholipid-lipopolysaccharide ABC transporter   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03238,1784,1326.001,976,1512,1475,1846,1741,1153,2208,"fig|536231.75.peg.3398|RIL182_03238   alpha-1,2-fucosyltransferase   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03239,3747,2937,1800,2927,2960,3761.054,2618,2431,4327,"fig|536231.75.peg.3399|RIL182_03239   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03240,5110.109,3718.001,2782,4280,3966,6706.351,5892,5417,8760,"fig|536231.75.peg.3400|RIL182_03240   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03241,5134.511,4359,3626,3476,3717,4167,2086,2091,3692,"fig|536231.75.peg.3401|RIL182_03241   UbiA polyprenyltransferase family protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03242,8861.518,8376,4887,8659,8808,9710,7978,7023,12062,"fig|536231.75.peg.3402|RIL182_03242   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03243,5503.69,3423,2481,4779,3589,3029,6569,5948,11235,"fig|536231.75.peg.3403|RIL182_03243   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03244,3516.003,2461,1579,3142,2695,2389,3556,3093,4543,"fig|536231.75.peg.3404|RIL182_03244   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03245,2530.054,1691,1405,3242,2007,3295,2044,2616,3802,"fig|536231.75.peg.3405|RIL182_03245   Putative inner membrane protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03246,1042,935,627,1441,1146,1521,972,1080,1512,"fig|536231.75.peg.3406|RIL182_03246   Membrane protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03247,1465,1137,561,1696,1482,1554,1185,1380,2559,"fig|536231.75.peg.3407|RIL182_03247   Galactofuranose transferase   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03248,1043,790,570,1308,1122,1181,1018,1129,1575,"fig|536231.75.peg.3408|RIL182_03248   Polysaccharide biosynthesis protein CpsH(V)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03249,776.031,614,189,1033,891,1071,652,586,877,"fig|536231.75.peg.3409|RIL182_03249   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03250,43119.335,38431.266,25960,94574.349,86186.304,42954.946,31339,28385,46598,"fig|536231.75.peg.3410|RIL182_03250   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03251,8249.07,7290,4249,6148,6417.022,6869,4154,3470,6132,"fig|536231.75.peg.3411|RIL182_03251   Transglutaminase-like predicted protease domain fused ChW-repeats and cell-adhesion domain   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03252,4008.602,2851,1627,3595,3615,3292,4285,3672,5891,"fig|536231.75.peg.3412|RIL182_03252   Bactoprenol glucosyl transferase (EC 2.4.1.-)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03253,1762,1416,478,1513,1622,894,1233,848,1790,"fig|536231.75.peg.3413|RIL182_03253   Uncharacterized glycosyltransferase YkoT   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03254,3181.276,5850,2519,1738,2650,4313,84,68,198,"fig|536231.75.peg.3414|RIL182_03254   Teichoic acid glycosylation protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03255,0,8,0,0,0,0,14,32,9,"fig|536231.75.peg.3415|RIL182_03255   Small acid-soluble spore protein, beta-type SASP   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03256,1487.002,1069,613,1699,858,1109,1188,1538,2674,"fig|536231.75.peg.3416|RIL182_03256   DJ-1/YajL/PfpI superfamily, includes chaperone protein YajL (former ThiJ), parkinsonism-associated protein DJ-1, peptidases PfpI, Hsp31   [Roseburia intestinalis L1-82 | 536231.75]
"
"fig|536231.75.peg.3417   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
",9,6,0,6,11,0,20,0,0,"fig|536231.75.peg.3417   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03257,307,242,205,418,211,308,761,871,1420,"fig|536231.75.peg.3418|RIL182_03257   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03258,4464,3461,1791,5827,4313.012,3820,5083,5187,8830,"fig|536231.75.peg.3419|RIL182_03258   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03259,3345.267,3391,1240,2612,2690,2266,3058,2308,3785,"fig|536231.75.peg.3420|RIL182_03259   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03260,493.147,363,197,404,418,215,227,358,430,"fig|536231.75.peg.3421|RIL182_03260   FIG01020164: hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03261,3133.346,2055.01,1494,4502.164,3297,4337,4160,4086,6691,"fig|536231.75.peg.3422|RIL182_03261   KtrAB potassium uptake system, integral membrane component KtrB   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03262,1404,1067,662,1319,1158.042,1197,819,753,1573,"fig|536231.75.peg.3423|RIL182_03262   KtrAB potassium uptake system, peripheral membrane component KtrA   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03263,2946,1886,819,4667,2742,2286,2977,2640,4614,"fig|536231.75.peg.3424|RIL182_03263   Fe-S oxidoreductase   [Roseburia intestinalis L1-82 | 536231.75]
"
"fig|536231.75.peg.3425   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
",0,0,0,0,0,0,0,0,0,"fig|536231.75.peg.3425   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03264,6257.748,4761.676,3124,5662.576,4807,3459,3959,4018,6165,"fig|536231.75.peg.3426|RIL182_03264   Cytidylate kinase (EC 2.7.4.25)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03265,6231.909,4446,2070,4824.021,4291,2863,4788,4747,7074,"fig|536231.75.peg.3427|RIL182_03265   Branched-chain amino acid ABC transporter, ATP-binding protein LivF (TC 3.A.1.4.1)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03266,5504.242,4613.002,3292,5123,4440,4205,2667,2901,4865,"fig|536231.75.peg.3428|RIL182_03266   Branched-chain amino acid ABC transporter, ATP-binding protein LivG (TC 3.A.1.4.1)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03267,6241.153,5060,3909,6614,5378,6388,3414,3299,5861,"fig|536231.75.peg.3429|RIL182_03267   Branched-chain amino acid ABC transporter, permease protein LivM (TC 3.A.1.4.1)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03268,4694,3502,2281,5877,4057,5793.197,3861,3165,5753,"fig|536231.75.peg.3430|RIL182_03268   Branched-chain amino acid ABC transporter, permease protein LivH (TC 3.A.1.4.1)   [Roseburia intestinalis L1-82 | 536231.75]
"
"fig|536231.75.peg.3431   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
",0,0,0,1,3,7,0,0,0,"fig|536231.75.peg.3431   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03269,6286.41,4546,2175,6737,3963,7627.609,7587,7546,12776,"fig|536231.75.peg.3432|RIL182_03269   Branched-chain amino acid ABC transporter, substrate-binding protein LivJ (TC 3.A.1.4.1)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03270,517,445,173,308,270,211,422,432,561,"fig|536231.75.peg.3433|RIL182_03270   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03271,9,20,7,5,5,1,0,15,29,"fig|536231.75.peg.3434|RIL182_03271   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03272,32702.162,23487.479,16829,19124,20147.168,15466,19472,16694,29104,"fig|536231.75.peg.3435|RIL182_03272   Oligopeptide ABC transporter, ATP-binding protein OppF (TC 3.A.1.5.1)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03273,14818.478,9844.521,6303,9873.409,8775,8575,13502,12868,19526,"fig|536231.75.peg.3436|RIL182_03273   Oligopeptide ABC transporter, ATP-binding protein OppD (TC 3.A.1.5.1)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03274,32404.81,24876.096,16640,18582.741,21359,35122.43,16125,15902,26137,"fig|536231.75.peg.3437|RIL182_03274   Dipeptide ABC transporter, permease protein DppC (TC 3.A.1.5.2)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03275,15734.387,11890,7996,11783,11045.754,21225,13040,12372,20909,"fig|536231.75.peg.3438|RIL182_03275   Oligopeptide ABC transporter, permease protein OppB (TC 3.A.1.5.1)   [Roseburia intestinalis L1-82 | 536231.75]
"
"fig|536231.75.peg.3439   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
",120,97,13,57,74,76,19,18,52,"fig|536231.75.peg.3439   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03276,303307.561,310774.851,209156.852,286686.403,286540.27,295258.03,112828.952,123116,227042.617,"fig|536231.75.peg.3440|RIL182_03276   Oligopeptide ABC transporter, substrate-binding protein OppA (TC 3.A.1.5.1)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03277,159,83,36,244,119,201,158,58.996,327.222,"fig|536231.75.peg.3441|RIL182_03277   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03278,4820.689,3073,2347,5642,4062,6152,3583,3995.004,6843.778,"fig|536231.75.peg.3442|RIL182_03278   Methyl-accepting chemotaxis protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03279,17520.907,14084.787,4588,32089.643,25208,21801,19170,19714,29295,"fig|536231.75.peg.3443|RIL182_03279   Methyl-accepting chemotaxis protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03281,953,791,422,344,343,488,623,775,897,"fig|536231.75.peg.3444|RIL182_03281   ATPase component NikO of energizing module of nickel ECF transporter   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03282,689,460,169,365,276,302,412,479,545,"fig|536231.75.peg.3445|RIL182_03282   Transmembrane component NikQ of energizing module of nickel ECF transporter   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03283,4453.47,2923,1526,2303,1896,2915,5943,5072,8553,"fig|536231.75.peg.3446|RIL182_03283   Substrate-specific component NikM of nickel ECF transporter / Additional substrate-specific component NikN of nickel ECF transporter   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03284,208,134,71,89.001,142,47,164,61,231,"fig|536231.75.peg.3447|RIL182_03284   dTDP-4-dehydrorhamnose 3,5-epimerase (EC 5.1.3.13)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03291,515,467,133,247,301,328,216,293,591,"fig|536231.75.peg.3448|RIL182_03291   FIG009886: phosphoesterase   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03292,588,543.409,132,432,382,316,515,479,984,"fig|536231.75.peg.3449|RIL182_03292   Nucleoside 5-triphosphatase RdgB (dHAPTP, dITP, XTP-specific) (EC 3.6.1.66)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03293,1492,1375,598,1307.001,1212,1166,1030,805,1443,"fig|536231.75.peg.3450|RIL182_03293   N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03294,4983.518,3642,2366,3750,3266,3224,3136,3146,5149,"fig|536231.75.peg.3451|RIL182_03294   Cell surface protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03295,4155.054,2869,1587,2936,2905.003,2310,5701,5790,10811,"fig|536231.75.peg.3452|RIL182_03295   23S rRNA (guanine(2445)-N(2))-methyltransferase (EC 2.1.1.173)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03296,21,8,5,11,11,5,26,0,35,"fig|536231.75.peg.3453|RIL182_03296   Rhodanese-related sulfurtransferase   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03297,2930,3460.272,2288,1560.696,1711.893,659,482.932,222,374,"fig|536231.75.peg.3454|RIL182_03297   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03298,45750.044,42825.127,27889,26040.304,27626.107,32045,8700.068,8372,14498,"fig|536231.75.peg.3455|RIL182_03298   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03299,8774.789,6536.055,3017,5902,4527.075,7906,4944,4892,8064,"fig|536231.75.peg.3456|RIL182_03299   Phosphopantothenoylcysteine decarboxylase (EC 4.1.1.36) / Phosphopantothenoylcysteine synthetase (EC 6.3.2.5)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03316,684,608,229,782,599,632,500,366,890,"fig|536231.75.peg.3458|RIL182_03316   2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase (EC 2.7.7.60)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03317,5263.898,4002.002,2689,8096,4954,4930,7516,7483,12510,"fig|536231.75.peg.3459|RIL182_03317   N(6)-L-threonylcarbamoyladenine synthase (EC 2.3.1.234)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03318,3943.632,3562,1494,5300,3333,4220,3580,3172,5374,"fig|536231.75.peg.3460|RIL182_03318   FIG00645371: hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03319,2918,2358.093,1119,3043,2569.72,2054,1459,1740,2867,"fig|536231.75.peg.3461|RIL182_03319   Ribonuclease Z (EC 3.1.26.11)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03320,104,63,23,48,62,65,31,16,29,"fig|536231.75.peg.3462|RIL182_03320   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03321,2716.782,1779,1041,1821.923,1799.15,1103,2136,1935.623,3079,"fig|536231.75.peg.3463|RIL182_03321   Ribosomal-protein-S18p-alanine acetyltransferase (EC 2.3.1.128)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03322,6662.754,5728.312,2951,4859.204,5647.945,4421.198,1892.696,1956.69,3041.473,"fig|536231.75.peg.3464|RIL182_03322   tRNA threonylcarbamoyladenosine biosynthesis protein TsaB   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03323,1048.273,765.14,383,956.796,998.879,656.802,627.304,723.687,866.527,"fig|536231.75.peg.3465|RIL182_03323   tRNA threonylcarbamoyladenosine biosynthesis protein TsaE   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03324,1582.442,1025,597,1232,1615.755,1040,503,537,1219.93,"fig|536231.75.peg.3466|RIL182_03324   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
"fig|536231.75.peg.3467   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
",35,41,45,28,46,12,15.84,18,6,"fig|536231.75.peg.3467   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03325,8307.345,5791.102,5072,7502,9729,2746,3570.16,3476,6250.07,"fig|536231.75.peg.3468|RIL182_03325   Substrate-specific component RibU of riboflavin ECF transporter   [Roseburia intestinalis L1-82 | 536231.75]
"
"fig|536231.75.peg.3469   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
",0,0,3,0,1,0,0,0,0,"fig|536231.75.peg.3469   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03326,7278.104,5260.259,3287,5242.085,4358,3932,11592,9958,17768,"fig|536231.75.peg.3470|RIL182_03326   Transcription accessory protein (S1 RNA-binding domain)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03327,892,936,511,571,616,584,106,192,413,"fig|536231.75.peg.3471|RIL182_03327   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03328,269,280,192,173,136,148,379,596,733,"fig|536231.75.peg.3472|RIL182_03328   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03329,2917.38,2837,1568,1879,1982,2061,903,1005,1533,"fig|536231.75.peg.3473|RIL182_03329   Integral membrane protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03330,701.011,400,304,420,358,691,1036,746,1464,"fig|536231.75.peg.3474|RIL182_03330   Uracil permease   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03331,451.023,283.069,276,666.129,463.696,665.722,536.781,585,812,"fig|536231.75.peg.3475|RIL182_03331   Integral membrane protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03332,246.977,139.954,106,433.871,311.304,360.278,195.219,192,325,"fig|536231.75.peg.3476|RIL182_03332   Response regulator of the LytR/AlgR family   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03333,5984,5755,4789,13367,10525.453,13221,12237,9295,15014,"fig|536231.75.peg.3477|RIL182_03333   Iron-sulfur cluster carrier protein, CA_C2982 type   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03334,6170.13,4854,3859,19008,11709.892,17065,11130,10852,18833,"fig|536231.75.peg.3478|RIL182_03334   S-methyl-5-thioribose-1-phosphate isomerase (EC 5.3.1.23)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03335,655,514,202,774,715,456,236,287,702,"fig|536231.75.peg.3479|RIL182_03335   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03336,5099,3630,1924,6021,5261,3802,7566,6856,10367.303,"fig|536231.75.peg.3480|RIL182_03336   Beta-lactamase class C-like and penicillin binding proteins (PBPs) superfamily   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03337,4483.697,2765,1489,4898.853,4184,2729,4643,4635,7132,"fig|536231.75.peg.3481|RIL182_03337   Alanyl-tRNA synthetase family protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03338,337.303,282,108,287.147,324,137,23,108,104,"fig|536231.75.peg.3482|RIL182_03338   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
"fig|536231.75.peg.3483   Ferredoxin   [Roseburia intestinalis L1-82 | 536231.75]
",66,86,42,9,32,32,13,9,4,"fig|536231.75.peg.3483   Ferredoxin   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03339,6680.516,7717.077,4599,1309,1643,1560,979,862,1726,"fig|536231.75.peg.3484|RIL182_03339   Chorismate mutase I (EC 5.4.99.5) / Shikimate kinase I (EC 2.7.1.71)   [Roseburia intestinalis L1-82 | 536231.75]
"
"fig|536231.75.peg.3485   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
",0,0,0,0,1,0,0,0,0,"fig|536231.75.peg.3485   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03340,455,257,251,160,280,317,374,393,481,"fig|536231.75.peg.3486|RIL182_03340   TRAP-type transport system, periplasmic component, predicted N-acetylneuraminate-binding protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03341,459,238,165,263,209,476,393,401,704,"fig|536231.75.peg.3487|RIL182_03341   TRAP-type C4-dicarboxylate transport system, large permease component   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03342,469,513.428,326,144,265,278,106,89,94,"fig|536231.75.peg.3488|RIL182_03342   TRAP-type C4-dicarboxylate transport system, small permease component   [Roseburia intestinalis L1-82 | 536231.75]
"
"fig|536231.75.peg.3489   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
",7,4,1,0,3,0,0,0,0,"fig|536231.75.peg.3489   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03343,1400,976,686,1125,765,765,620,539,757,"fig|536231.75.peg.3490|RIL182_03343   3-dehydroquinate dehydratase I (EC 4.2.1.10)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03344,3405.001,2870.011,3762,1753,1832,1705,1974,1597,2512,"fig|536231.75.peg.3491|RIL182_03344   Potassium efflux system KefA protein / Small-conductance mechanosensitive channel   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03345,260,172,118,160,170,125,60,43,177,"fig|536231.75.peg.3492|RIL182_03345   Shikimate/quinate 5-dehydrogenase I beta (EC 1.1.1.282)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03346,332.021,238,177,168,112,90,232,185,230,"fig|536231.75.peg.3493|RIL182_03346   Transcriptional regulator, LysR family   [Roseburia intestinalis L1-82 | 536231.75]
"
