,GC124688,GC124689,GC124690,GC124691,GC124692,GC124693,GC124694,GC124695,GC124696,original_tags
RIL182_03347,161,118,89,107,192,48,101,74,51,"fig|536231.75.peg.3494|RIL182_03347   Transcriptional regulator, LysR family   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03348,25,33,33,27,33,27,21,45,46,"fig|536231.75.peg.3495|RIL182_03348   2,4-dienoyl-CoA reductase [NADPH] (EC 1.3.1.34)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03349,559,344,361,467,423,313,1394,384,225,"fig|536231.75.peg.3496|RIL182_03349   Shikimate/quinate 5-dehydrogenase I beta (EC 1.1.1.282)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03350,68,31,48,24,15,58,61,66,119,"fig|536231.75.peg.3497|RIL182_03350   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03351,13872.766,10582,10760,8369,9059,8468,2908,9036,6388,"fig|536231.75.peg.3498|RIL182_03351   Oleate hydratase (EC 4.2.1.53)   [Roseburia intestinalis L1-82 | 536231.75]
"
"fig|536231.75.peg.3499   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
",0,0,0,0,0,0,0,0,0,"fig|536231.75.peg.3499   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03352,82,57,53,87,41,99,391,142,14,"fig|536231.75.peg.3500|RIL182_03352   Transcriptional regulator, AcrR family   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03353,284,209,268,1168,604,707,1867,1092,1141,"fig|536231.75.peg.3501|RIL182_03353   alpha-L-arabinofuranosidase (EC 3.2.1.55)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03354,72,67,81,135,189,140,196,146,142,"fig|536231.75.peg.3502|RIL182_03354   Alpha-arabinosides ABC transport system, permease protein AraQ   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03355,38,29,40,78,115,69,103,94,108,"fig|536231.75.peg.3503|RIL182_03355   Alpha-arabinosides ABC transport system, permease protein AraP   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03356,498,384,490,968,878,571,1361,891,871,"fig|536231.75.peg.3504|RIL182_03356   Alpha-arabinosides ABC transport system, substrate-binding protein AraN   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03357,308.002,203,209,292,226,127,562,362,264,"fig|536231.75.peg.3505|RIL182_03357   Putative glycosyl hydrolase of unknown function (DUF1680)   [Roseburia intestinalis L1-82 | 536231.75]
"
"fig|536231.75.peg.3506   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
",2,0,0,0,0,0,0,0,0,"fig|536231.75.peg.3506   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03358,184,213,122,262,132,204,217,137,184,"fig|536231.75.peg.3507|RIL182_03358   Transcriptional regulator, LacI family   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03359,396,305,290,162,145,123,177,245,129,"fig|536231.75.peg.3508|RIL182_03359   1,2-diacylglycerol 3-glucosyltransferase (EC 2.4.1.157); diglucosyldiacylglycerol synthase (LTA membrane anchor synthesis)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03360,34,41,20,24,14,3,31,15,0,"fig|536231.75.peg.3509|RIL182_03360   Acyl-phosphate:glycerol-3-phosphate O-acyltransferase PlsY (EC 2.3.1.n3)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03361,1553,1097,1491.742,1311,860,1010,3620.033,843,1357,"fig|536231.75.peg.3510|RIL182_03361   Methionine aminopeptidase (EC 3.4.11.18)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03362,94,38,63.709,22,76,68,219.967,37,6,"fig|536231.75.peg.3511|RIL182_03362   Transamidase GatB domain protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03363,898,561,811.549,844,412,466,2687,378,558,"fig|536231.75.peg.3512|RIL182_03363   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03364,394,300,485,437,267,181,741,382,185,"fig|536231.75.peg.3513|RIL182_03364   Peptidoglycan-binding LysM   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03365,698,464,477,875,396,262,2561,472,502,"fig|536231.75.peg.3514|RIL182_03365   Veg protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03366,0,0,0,9,0,0,4,0,0,"fig|536231.75.peg.3515|RIL182_03366   FIG01032346: hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03367,252,201,220,115,170,145,167,22,37,"fig|536231.75.peg.3516|RIL182_03367   Acyl-CoA:1-acyl-sn-glycerol-3-phosphate acyltransferase (EC 2.3.1.51)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03368,1440,1322,1184,1922,1475,1322,3013,1106,1436,"fig|536231.75.peg.3517|RIL182_03368   UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase (EC 6.3.2.10)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03369,1214,982,995,2077,871,1022,2684,1253,1231,"fig|536231.75.peg.3518|RIL182_03369   D-alanine--D-alanine ligase (EC 6.3.2.4)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03370,2,2,7,43,19,0,45,17,0,"fig|536231.75.peg.3519|RIL182_03370   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03371,721,694,672,499,608,499,76,718,170,"fig|536231.75.peg.3520|RIL182_03371   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03372,16839,10439,10230,14983,7118,5784,55267,15372,11859,"fig|536231.75.peg.3521|RIL182_03372   Ribosome hibernation promoting factor Hpf   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03373,0,0,0,0,0,0,0,0,0,"fig|536231.75.peg.3522|RIL182_03373   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03374,248,179,111,124,79,94,444,196,66,"fig|536231.75.peg.3523|RIL182_03374   Pyruvate formate-lyase activating enzyme (EC 1.97.1.4)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03375,1192,657,664,333,263,230,380,382,142,"fig|536231.75.peg.3524|RIL182_03375   Pyruvate formate-lyase (EC 2.3.1.54)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03376,339,263,199,275,193,153,416,127,220,"fig|536231.75.peg.3525|RIL182_03376   extracellular solute-binding proteins, family 3/GGDEF domain protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03377,21,9.877,20,6,0,0,10,8,0,"fig|536231.75.peg.3526|RIL182_03377   Putative phosphoesterase   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03378,175,113.123,136,177,61,144,195,141,60,"fig|536231.75.peg.3527|RIL182_03378   Transcriptional regulator, ArsR family   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03379,12,5,2,0,0,0,8,21,0,"fig|536231.75.peg.3528|RIL182_03379   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03380,445,324,383,531,321,262,363,500,518,"fig|536231.75.peg.3529|RIL182_03380   alpha-L-arabinofuranosidase (EC 3.2.1.55)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03381,51,52,39,45,42,5,36,77,9,"fig|536231.75.peg.3530|RIL182_03381   alpha-L-arabinofuranosidase II (EC 3.2.1.55)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03382,1470,1297,1152,682,544,490,727,514,316,"fig|536231.75.peg.3531|RIL182_03382   Sodium/glycine symporter GlyP   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03383,158,147,187,99,80,54,89,113,53,"fig|536231.75.peg.3532|RIL182_03383   Arabinan endo-1,5-alpha-L-arabinosidase (EC 3.2.1.99)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03384,1762,1719,2228,2022,1838,1584,1947,1285,1086,"fig|536231.75.peg.3533|RIL182_03384   tRNA-dihydrouridine synthase BT3326   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03385,3283,1864,3556,3048,2818,2543,4983,3609,1675,"fig|536231.75.peg.3534|RIL182_03385   Endo-1,4-beta-xylanase (EC 3.2.1.8)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03386,14754,11302,16795,16133,16103,13446,15883,12336,9346,"fig|536231.75.peg.3535|RIL182_03386   Phage infection protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03387,34,52,54,58,63,18,64,97,0,"fig|536231.75.peg.3536|RIL182_03387   Heterodimeric efflux ABC transporter, permease/ATP-binding subunit 2   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03388,82,77,105,50,73,35,78,66,80,"fig|536231.75.peg.3537|RIL182_03388   Heterodimeric efflux ABC transporter, permease/ATP-binding subunit 1   [Roseburia intestinalis L1-82 | 536231.75]
"
"fig|536231.75.peg.3538   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
",0,2,0,1,0,0,0,0,0,"fig|536231.75.peg.3538   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03389,215,137,242,118,118,39,284,80,120,"fig|536231.75.peg.3539|RIL182_03389   Two-component system sensor histidine kinase   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03390,374,389,383,375,260,261,489,143,148,"fig|536231.75.peg.3540|RIL182_03390   Response regulator receiver:LytTr DNA-binding region   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03391,3406,2707,3023,4915,2638,2814,9328,2891,3953,"fig|536231.75.peg.3541|RIL182_03391   Methyl-accepting chemotaxis protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03392,38,36,39,52,56,42,92,53,65,"fig|536231.75.peg.3542|RIL182_03392   Transcriptional regulator, AraC family   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03393,134,125,136,166,111,120,292,123,113,"fig|536231.75.peg.3543|RIL182_03393   Xylulose-5-phosphate phosphoketolase (EC 4.1.2.9) @ Fructose-6-phosphate phosphoketolase (EC 4.1.2.22)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03394,6,3,11,0,0,0,13,0,0,"fig|536231.75.peg.3544|RIL182_03394   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03395,7,2,4,0,0,0,61,0,0,"fig|536231.75.peg.3545|RIL182_03395   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03396,3,3,13,13,0,0,169,0,30,"fig|536231.75.peg.3546|RIL182_03396   Tn916, hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03397,21,5,17,4,6,0,212,51,27,"fig|536231.75.peg.3547|RIL182_03397   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03398,958.287,531.65,788.79,753.604,362.473,270,2585.526,601.036,452.621,"fig|536231.75.peg.3548|RIL182_03398   SSU ribosomal protein S9p (S16e)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03399,518.713,289.35,356.21,340.396,366.527,283,1380.474,348.964,300.379,"fig|536231.75.peg.3549|RIL182_03399   LSU ribosomal protein L13p (L13Ae)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03400,0,3,0,0,13,0,8,0,0,"fig|536231.75.peg.3550|RIL182_03400   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03401,0,0,2,0,0,0,0,0,0,"fig|536231.75.peg.3551|RIL182_03401   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03402,51,71,59,56,23,24,99,60,56,"fig|536231.75.peg.3552|RIL182_03402   Serine/threonine protein kinase   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03403,18,17,27,6,0,19,15,0,22,"fig|536231.75.peg.3553|RIL182_03403   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03404,422,305,500,540,416,229,655,261,303,"fig|536231.75.peg.3554|RIL182_03404   tRNA pseudouridine(38-40) synthase (EC 5.4.99.12)   [Roseburia intestinalis L1-82 | 536231.75]
"
"fig|536231.75.peg.3555   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
",170,130,151.625,290,104,159,311,220,162.867,"fig|536231.75.peg.3555   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03405,820,564,772.375,579,396,265,521,278,346.133,"fig|536231.75.peg.3556|RIL182_03405   Transmembrane component of general energizing module of ECF transporters   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03406,880.021,894,992,408,414,368,633,222,279,"fig|536231.75.peg.3557|RIL182_03406   ATPase component of general energizing module of ECF transporters   [Roseburia intestinalis L1-82 | 536231.75]
"
"fig|536231.75.peg.3558   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
",24.979,19,13,10,24,0,47,13,13,"fig|536231.75.peg.3558   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03407,2626,2570,2453,3331,1332,1142,4156,1970,2122,"fig|536231.75.peg.3559|RIL182_03407   ATPase component of general energizing module of ECF transporters   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03408,866,666,949,568,328,426,573,307,188,"fig|536231.75.peg.3560|RIL182_03408   tRNA (cytidine(34)-2'-O)-methyltransferase (EC 2.1.1.207)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03409,3141.743,2609.476,3104.702,2760.16,1091,1097,4028.688,1932.771,2082.214,"fig|536231.75.peg.3561|RIL182_03409   Aspartate aminotransferase (EC 2.6.1.1)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03410,403.257,278.524,482.298,260.84,213,216,145.312,98.229,128.786,"fig|536231.75.peg.3562|RIL182_03410   Transcriptional regulator, AsnC family   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03411,1629,1247,1618,1000,1004,809,1857,572,729,"fig|536231.75.peg.3563|RIL182_03411   AIR Synthase, TMP kinase, hydrogenase maturation protein HypE superfamily   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03412,4847,3838,4065,4829,2993,2711,5631,2353,3071,"fig|536231.75.peg.3564|RIL182_03412   uncharacterized protein with VanW-like domain   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03413,48,44,50,44,24,3,489,39,56,"fig|536231.75.peg.3565|RIL182_03413   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03414,51,45,49,68,34,53,77,28,76,"fig|536231.75.peg.3566|RIL182_03414   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03415,27,10,8,4,20,33,47,17,46,"fig|536231.75.peg.3567|RIL182_03415   DNA polymerase III epsilon subunit (EC 2.7.7.7)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03416,237,177,192,293,207,193,516,278,242,"fig|536231.75.peg.3568|RIL182_03416   Fe-S oxidoreductase   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03417,671,526,545,504,563,391,438,558,480,"fig|536231.75.peg.3569|RIL182_03417   UPF0059 membrane protein DSY1211   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03418,2634.034,1863,2266,1674,1821,1840,856,1869,1697,"fig|536231.75.peg.3570|RIL182_03418   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03419,1098,774,820,461,598,261,340,984,685,"fig|536231.75.peg.3571|RIL182_03419   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03420,162,117,106,161,21,90,301,135,131,"fig|536231.75.peg.3572|RIL182_03420   Transcriptional regulator, AcrR family   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03421,2068,1419,1101,918,506,460,1282,689,975,"fig|536231.75.peg.3573|RIL182_03421   GAF domain/HD domain protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03422,8,2,9,9,9,42,7,14,26,"fig|536231.75.peg.3574|RIL182_03422   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03423,687,527,536,306,389,272,496,500,304,"fig|536231.75.peg.3575|RIL182_03423   Response regulators consisting of a CheY-like receiver domain and an HD-GYP domain   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03424,1198,1234,990,1813,1488,981,1069,839,1199,"fig|536231.75.peg.3576|RIL182_03424   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03425,419,326,274,356,109,117,724,325,308,"fig|536231.75.peg.3577|RIL182_03425   Cys-tRNA(Pro) deacylase YbaK   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03426,952,681,836,775,751,562,2269,748,735,"fig|536231.75.peg.3578|RIL182_03426   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03427,83,85,84,34,53,21,208,112,51,"fig|536231.75.peg.3579|RIL182_03427   Lead, cadmium, zinc and mercury transporting ATPase (EC 3.6.3.3) (EC 3.6.3.5); Copper-translocating P-type ATPase (EC 3.6.3.4)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03428,6016,4020,3674.785,4818,3041,2601,9676,5414,4105,"fig|536231.75.peg.3580|RIL182_03428   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03431,1051,799,581,865,472,504,3960,848,1021,"fig|536231.75.peg.3581|RIL182_03431   Neopullulanase (EC 3.2.1.135)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03432,259,161,197,137,171,139,195,161,113,"fig|536231.75.peg.3582|RIL182_03432   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03433,1316,1278,1612,2101,1741,1516,2550,1255,1219,"fig|536231.75.peg.3583|RIL182_03433   Sulfate adenylyltransferase subunit 1 (EC 2.7.7.4)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03434,531,401,624,448,487,331,969,459,293,"fig|536231.75.peg.3584|RIL182_03434   Sulfate adenylyltransferase subunit 2 (EC 2.7.7.4)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03435,87.999,80,146.209,112.178,147.281,71,128.389,133.982,0,"fig|536231.75.peg.3585|RIL182_03435   Adenylylsulfate reductase beta-subunit (EC 1.8.99.2)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03436,950.001,678,905.791,1486.822,1169.719,983,5295.77,1486.018,1182,"fig|536231.75.peg.3586|RIL182_03436   Adenylylsulfate reductase alpha-subunit (EC 1.8.99.2)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03437,339,285,364,512,540,423,1240,530,415,"fig|536231.75.peg.3587|RIL182_03437   Sulfate and thiosulfate import ATP-binding protein CysA (EC 3.6.3.25)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03438,260,206,309,314,280,303,745,242,308,"fig|536231.75.peg.3588|RIL182_03438   Sulfate transport system permease protein CysW   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03439,198,146,165,158,113,132,603,204,62,"fig|536231.75.peg.3589|RIL182_03439   Sulfate transport system permease protein CysT   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03440,565,534,576,675,416,233,1056,233,416,"fig|536231.75.peg.3590|RIL182_03440   Sulfate and thiosulfate binding protein CysP   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03441,2428,2114,1988,1852,1108,989,2545,936,1228,"fig|536231.75.peg.3591|RIL182_03441   Cell division-associated, ATP-dependent zinc metalloprotease FtsH   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03442,264,185,206,241,183,58,320,128,168,"fig|536231.75.peg.3592|RIL182_03442   Hypoxanthine-guanine phosphoribosyltransferase (EC 2.4.2.8)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03443,75,60,77,62,32,6,124,74,23,"fig|536231.75.peg.3593|RIL182_03443   tRNA(Ile)-lysidine synthetase (EC 6.3.4.19)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03444,15,11,6,27,19,13,87,66,41,"fig|536231.75.peg.3594|RIL182_03444   Stage II sporulation serine phosphatase for sigma-F activation (SpoIIE)   [Roseburia intestinalis L1-82 | 536231.75]
"
"fig|536231.75.peg.3595   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
",0,0,0,0,0,0,0,0,0,"fig|536231.75.peg.3595   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03445,624,446,376,531,386,396,349,455,451,"fig|536231.75.peg.3596|RIL182_03445   Putative ion-channel protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03446,181,86,137,86,133,55,316,98,88,"fig|536231.75.peg.3597|RIL182_03446   Cell division protein DivIC (FtsB), stabilizes FtsL against RasP cleavage   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03447,721.497,769.583,676.107,1611.144,836,935,2457.518,627.096,1022.473,"fig|536231.75.peg.3598|RIL182_03447   Spore cortex biosynthesis protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03448,250.612,168.461,192.272,547.963,97,146.526,2139.788,400.932,520.883,"fig|536231.75.peg.3599|RIL182_03448   FIG007421: forespore shell protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03449,393.862,318.547,362.988,716.924,289,407.474,1352.299,330.487,626.122,"fig|536231.75.peg.3600|RIL182_03449   Ribosome-associated heat shock protein implicated in the recycling of the 50S subunit (S4 paralog)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03450,847.83,548.41,507.633,657.969,573.029,388,1785.394,568.486,440.522,"fig|536231.75.peg.3601|RIL182_03450   DNA-binding protein HBsu   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_03451,126.858,79.152,126.052,455.363,250.971,95.518,255.157,287.037,301.678,"fig|536231.75.peg.3602|RIL182_03451   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
