,gene_id,description,ko,EC_number,cogs,cogs_description
4355,BT_4267,SusC homolog,NA,NA,COG4206,Coenzyme transport and metabolism
4356,BT_4268,SusD homolog,NA,NA,NA,NA
4357,BT_4269,hypothetical protein,NA,NA,NA,NA
4358,BT_4270,putative chitobiase,NA,NA,NA,NA
4359,BT_4271,hypothetical protein,NA,NA,NA,NA
4360,BT_4272,hypothetical protein,NA,NA,NA,NA
4361,BT_4273,conserved hypothetical protein,NA,NA,COG2312,"Secondary metabolites biosynthesis, transport and catabolism"
4362,BT_4274,hypothetical protein,NA,NA,NA,NA
4363,BT_4275,hypothetical protein,NA,NA,NA,NA
4364,BT_4276,conserved hypothetical protein%2C putative transposase,K07497,NA,NA,NA
4365,BT_4277,conserved hypothetical protein,NA,NA,NA,NA
4366,BT_4278,transposase,NA,NA,COG3436,"Mobilome: prophages, transposons"
4367,BT_4279,conserved hypothetical protein,NA,NA,NA,NA
4368,BT_4280,glycoside transferase family 4,NA,NA,COG0438,Cell wall/membrane/envelope biogenesis
4369,BT_4281,glycoside transferase family 2,NA,NA,COG0463,Cell wall/membrane/envelope biogenesis
4370,BT_4282,glycoside transferase family 4,NA,NA,COG0438,Cell wall/membrane/envelope biogenesis
4371,BT_4283,conserved hypothetical protein,NA,NA,NA,NA
4372,BT_4284,hypothetical protein,NA,NA,NA,NA
4373,BT_4285,hypothetical protein,NA,NA,NA,NA
4374,BT_4286,hypothetical protein,NA,NA,NA,NA
4375,BT_4287,hypothetical protein,NA,NA,NA,NA
4376,BT_4288,ABC transporter ATP-binding protein,K06147,NA,COG2274,Defense mechanisms
4377,BT_4289,putative hemolysin secretion protein,NA,NA,COG1566,Defense mechanisms
4378,BT_4290,transposase,NA,NA,COG2801,"Mobilome: prophages, transposons"
4379,BT_4291,conserved hypothetical protein,K07483,NA,NA,NA
4380,BT_4292,putative helicase,NA,NA,COG5545,"Mobilome: prophages, transposons"
4381,BT_4293,conserved hypothetical protein,NA,NA,NA,NA
4382,BT_4294,hypothetical protein,NA,NA,NA,NA
4383,BT_4295,putative chitobiase,NA,NA,NA,NA
4384,BT_4296,MscS mechanosensitive ion channel,NA,NA,NA,NA
4385,BT_4297,SusD homolog,NA,NA,NA,NA
4386,BT_4298,SusC homolog,NA,NA,COG1629,Inorganic ion transport and metabolism
4387,BT_4299,putative cell surface protein,NA,NA,NA,NA
4388,BT_4300,transcription regulator%2C CRP family,NA,NA,COG0664,Signal transduction mechanisms
4389,BT_4301,Multiple antibiotic resistance (MarC)-related protein,K05595,NA,COG2095,Amino acid transport and metabolism
4390,BT_4302,putative transmembrane protein,NA,NA,COG0705,"Posttranslational modification, protein turnover, chaperones"
4391,BT_4303,glycogen debranching enzyme-related protein (4-alpha-glucanotransferase),NA,NA,COG3408,Carbohydrate transport and metabolism
4392,BT_4304,glycoside transferase family 4,NA,NA,COG0438,Cell wall/membrane/envelope biogenesis
4393,BT_4305,putative alpha-amylase,K07405,3.2.1.1,COG1449,Carbohydrate transport and metabolism
4394,BT_4306,conserved hypothetical protein,NA,NA,NA,NA
4395,BT_4307,putative glycogen synthase,K00703,2.4.1.21,COG0297,Carbohydrate transport and metabolism
4396,BT_4308,pantoate--beta-alanine ligase,K01918,6.3.2.1,COG0414,Coenzyme transport and metabolism
4397,BT_4309,aspartate 1-decarboxylase precursor,K01579,4.1.1.11,COG0853,Coenzyme transport and metabolism
4398,BT_4310,NADPH-dependent glutamate synthase small chain,K00266,1.4.1.13,COG0543,Energy production and conversion
4399,BT_4311,glucose/galactose transporter,NA,NA,COG0738,Carbohydrate transport and metabolism
4400,BT_4312,seryl-tRNA synthetase,K01875,6.1.1.11,COG0172,"Translation, ribosomal structure and biogenesis"
4401,BT_4313,50S ribosomal protein L27,K02899,NA,COG0211,"Translation, ribosomal structure and biogenesis"
4402,BT_4314,50S ribosomal protein L21,K02888,NA,COG0261,"Translation, ribosomal structure and biogenesis"
4403,BT_4315,HPr(Ser) phosphatase,K01091,3.1.3.18,COG0546,Energy production and conversion
4404,BT_4316,putative lipoprotein,K09973,NA,COG3735,Function unknown
4405,BT_4317,putative lipoprotein protein,K13694,3.4.17.13,COG0791,Cell wall/membrane/envelope biogenesis
4406,BT_4318,ATP-binding protein,K01990,NA,COG1131,Defense mechanisms
4407,BT_4319,putative transmembrane protein,NA,NA,NA,NA
4408,BT_4320,putative zinc protease,K07263,NA,COG0612,General function prediction only
4409,BT_4321,2-dehydro-3-deoxyphosphooctonate aldolase,K01627,2.5.1.55,COG2877,Cell wall/membrane/envelope biogenesis
4410,BT_4322,conserved hypothetical protein%2C with a diacylglycerol kinase catalytic domain,NA,NA,COG1597,Lipid transport and metabolism
4411,BT_4323,tRNA delta(2)-isopentenylpyrophosphate transferase,K00791,2.5.1.75,COG0324,"Translation, ribosomal structure and biogenesis"
4412,BT_4324,conserved hypothetical protein,NA,NA,NA,NA
4413,BT_4325,putative efflux ABC transporter%2C permease protein,NA,NA,COG2177,"Cell cycle control, cell division, chromosome partitioning"
4414,BT_4326,ABC transporter ATP-binding protein,NA,NA,COG4133,"Posttranslational modification, protein turnover, chaperones"
4415,BT_4327,conserved hypothetical protein,NA,NA,NA,NA
4416,BT_4328,conserved hypothetical protein,K09761,2.1.1.193,COG1385,"Translation, ribosomal structure and biogenesis"
4417,BT_4329,conserved hypothetical protein with a conserved domain,K08999,NA,COG1259,General function prediction only
4418,BT_4330,xanthosine permease,K11537,NA,NA,NA
4419,BT_4331,putative methyltransferase,K06969,2.1.1.191,COG1092,"Translation, ribosomal structure and biogenesis"
4420,BT_4332,3'-5' exonuclease-like protein,NA,NA,COG0349,"Translation, ribosomal structure and biogenesis"
4421,BT_4333,conserved hypothetical protein,NA,NA,NA,NA
4422,BT_4334,FtsK/SpoIIIE family protein,K03466,NA,COG1674,"Cell cycle control, cell division, chromosome partitioning"
4423,BT_4335,conserved hypothetical protein,NA,NA,COG2834,Cell wall/membrane/envelope biogenesis
4424,BT_4336,thioredoxin reductase,K00384,1.8.1.9,COG0492,"Posttranslational modification, protein turnover, chaperones"
4425,BT_4337,beta-hexosaminidase precursor,K12373,3.2.1.52,COG3525,Carbohydrate transport and metabolism
4426,BT_4338,CRP family transcriptional regulator with cAMP-binding domain,K21556,NA,COG0664,Signal transduction mechanisms
4427,BT_4339,glutamine synthetase,K01915,6.3.1.2,COG3968,Amino acid transport and metabolism
4428,BT_4340,hypothetical protein,NA,NA,NA,NA
4429,BT_4341,conserved hypothetical protein,NA,NA,NA,NA
4430,BT_4342,RNA-directed DNA polymerase,NA,NA,NA,NA
4431,BT_4343,putative DNA helicase,NA,NA,NA,NA
4432,BT_4344,conserved hypothetical protein%2C putative DNA helicase,NA,NA,COG1112,"Replication, recombination and repair"
4433,BT_4345,30S ribosomal protein S1,K02945,NA,COG0539,"Translation, ribosomal structure and biogenesis"
4434,BT_4346,conserved hypothetical protein%2C with a Metallo-beta-lactamase superfamily domain,K00784,3.1.26.11,COG1234,"Translation, ribosomal structure and biogenesis"
4435,BT_4347,RNA polymerase ECF-type sigma factor,K03088,NA,COG1595,Transcription
4436,BT_4348,conserved hypothetical protein,NA,NA,NA,NA
4437,BT_4349,conserved hypothetical protein,NA,NA,NA,NA
4438,BT_4350,tetrapyrrole methylase family protein/MazG family,NA,NA,COG3956,General function prediction only
4439,BT_4351,hypothetical protein,NA,NA,NA,NA
4440,BT_4352,conserved hypothetical protein,NA,NA,NA,NA
4441,BT_4353,valyl-tRNA synthetase,K01873,6.1.1.9,COG0525,"Translation, ribosomal structure and biogenesis"
4442,BT_4354,two-component system sensor histidine kinase,NA,NA,COG0642,Signal transduction mechanisms
4443,BT_4355,RNA polymerase ECF-type sigma factor,K03088,NA,COG1595,Transcription
4444,BT_4356,putative anti-sigma factor,NA,NA,COG3712,Signal transduction mechanisms
4445,BT_4357,SusC homolog,NA,NA,COG1629,Inorganic ion transport and metabolism
4446,BT_4358,SusD homolog,NA,NA,NA,NA
4447,BT_4359,alpha-N-acetylglucosaminidase precursor,K01205,3.2.1.50,NA,NA
4448,BT_4360,conserved hypothetical protein,NA,NA,NA,NA
4449,BT_4361,conserved hypothetical protein,NA,NA,NA,NA
4450,BT_4362,preprotein translocase SecA subunit,K03070,7.4.2.8,COG0653,"Intracellular trafficking, secretion, and vesicular transport"
4451,BT_4363,putative alkaline phosphatase,NA,NA,COG3119,Inorganic ion transport and metabolism
4452,BT_4364,conserved hypothetical protein%2C Calycin-like protein,NA,NA,NA,NA
4453,BT_4365,hypothetical protein,NA,NA,NA,NA
4454,BT_4366,putative transcription regulator,K03525,2.7.1.33,COG1521,Coenzyme transport and metabolism
4455,BT_4367,putative outer membrane protein,NA,NA,COG2067,Lipid transport and metabolism
4456,BT_4368,hypothetical protein,NA,NA,NA,NA
4457,BT_4369,conserved hypothetical protein,NA,NA,NA,NA
4458,BT_4370,putative hemolysin,K03699,NA,COG1253,General function prediction only
4459,BT_4371,peptidyl-prolyl cis-trans isomerase,K03770,5.2.1.8,NA,NA
4460,BT_4372,conserved hypothetical protein,K06941,2.1.1.192,COG0820,"Translation, ribosomal structure and biogenesis"
4461,BT_4373,putative lipoprotein,NA,NA,NA,NA
4462,BT_4374,4-hydroxythreonine-4-phosphate dehydrogenase,NA,NA,COG1995,Coenzyme transport and metabolism
4463,BT_4375,transcriptional regulator,NA,NA,COG3829,Transcription
4464,BT_4376,conserved hypothetical protein,NA,NA,NA,NA
4465,BT_4377,conserved hypothetical protein,NA,NA,NA,NA
4466,BT_4378,putative protein-export membrane protein,K03075,NA,COG1314,"Intracellular trafficking, secretion, and vesicular transport"
4467,BT_4379,putative oxalate:formate antiporter,NA,NA,COG2271,Carbohydrate transport and metabolism
4468,BT_4380,conserved hypothetical protein,NA,NA,NA,NA
4469,BT_4381,hypothetical protein,NA,NA,NA,NA
4470,BT_4382,conserved hypothetical protein,NA,NA,NA,NA
4471,BT_4383,putative sugar kinase,K23997,5.1.99.6,COG0063,Nucleotide transport and metabolism
4472,BT_4384,conserved hypothetical protein,NA,NA,NA,NA
4473,BT_4385,di-tripeptide ABC transporter,K03305,NA,COG3104,Amino acid transport and metabolism
4474,BT_4386,hypoxanthine-guanine phosphoribosyltransferase,K00760,2.4.2.8,COG0634,Nucleotide transport and metabolism
4475,BT_4387,adenylate kinase (ATP-AMP transphosphatase),K00939,2.7.4.3,COG0563,Nucleotide transport and metabolism
4476,BT_4388,GTP-binding protein,K03979,NA,COG0536,"Replication, recombination and repair"
4477,BT_4389,conserved hypothetical protein,K05810,3.5.4.4,COG1496,Inorganic ion transport and metabolism
4478,BT_4390,conserved hypothetical protein,NA,NA,COG3382,General function prediction only
4479,BT_4391,putative metalloendopeptidase,NA,NA,COG0739,Cell wall/membrane/envelope biogenesis
4480,BT_4392,putative Tn5 transposase,NA,NA,NA,NA
4481,BT_4393,hypothetical protein,NA,NA,NA,NA
4482,BT_4394,beta-hexosaminidase precursor,K12373,3.2.1.52,COG3525,Carbohydrate transport and metabolism
4483,BT_4395,hyaluronoglucosaminidase precursor,K01197,3.2.1.35,NA,NA
4484,BT_4396,transcriptional regulator,NA,NA,COG2207,Transcription
4485,BT_4397,xylose/H+ symporter,NA,NA,COG2814,Carbohydrate transport and metabolism
4486,BT_4398,TPR domain-containing protein,NA,NA,COG4235,"Posttranslational modification, protein turnover, chaperones"
4487,BT_4399,conserved hypothetical protein,K07404,3.1.1.31,COG2706,Carbohydrate transport and metabolism
4488,BT_4400,conserved hypothetical protein,NA,NA,NA,NA
4489,BT_4401,hypothetical protein,NA,NA,NA,NA
4490,BT_4402,RNA polymerase ECF-type sigma factor,K03088,NA,COG1595,Transcription
4491,BT_4403,putative anti-sigma factor,NA,NA,COG3712,Signal transduction mechanisms
4492,BT_4404,SusC homolog,NA,NA,COG1629,Inorganic ion transport and metabolism
4493,BT_4405,SusD homolog,NA,NA,NA,NA
4494,BT_4406,putative secreted endoglycosidase,NA,NA,NA,NA
4495,BT_4407,Concanavalin A-like lectin/glucanase,NA,NA,NA,NA
4496,BT_4408,conserved hypothetical protein,NA,NA,NA,NA
4497,BT_4409,DNA damage-inducible protein,K02346,2.7.7.7,COG0389,"Replication, recombination and repair"
4498,BT_4410,conserved hypothetical protein,NA,NA,NA,NA
4499,BT_4411,hypothetical protein,NA,NA,NA,NA
4500,BT_4412,Transglutaminase-like protein,NA,NA,COG1305,"Posttranslational modification, protein turnover, chaperones"
4501,BT_4413,conserved hypothetical protein,NA,NA,NA,NA
4502,BT_4414,conserved hypothetical protein,NA,NA,NA,NA
4503,BT_4415,putative decarboxylase beta subunit,K20509,7.2.4.1,COG1883,Energy production and conversion
4504,BT_4416,Cu2+ homeostasis protein CutC,K06201,NA,COG3142,Inorganic ion transport and metabolism
4505,BT_4417,HD superfamily hydrolase,K18682,NA,COG1418,"Translation, ribosomal structure and biogenesis"
4506,BT_4418,conserved hypothetical protein,K09888,NA,NA,NA
4507,BT_4419,conserved hypothetical protein,NA,NA,NA,NA
4508,BT_4420,conserved hypothetical protein%2C with a conserved domain,NA,NA,COG3386,Carbohydrate transport and metabolism
4509,BT_4421,conserved hypothetical protein,NA,NA,NA,NA
4510,BT_4422,conserved hypothetical protein,NA,NA,NA,NA
4511,BT_4423,xylulose kinase,K00854,2.7.1.17,COG1070,Carbohydrate transport and metabolism
4512,BT_4424,sorbitol dehydrogenase,NA,NA,COG1064,Carbohydrate transport and metabolism
4513,BT_4425,deoxyribose-phosphate aldolase,K01619,4.1.2.4,COG0274,Nucleotide transport and metabolism
4514,BT_4426,conserved hypothetical protein,NA,NA,COG0823,"Intracellular trafficking, secretion, and vesicular transport"
4515,BT_4427,putative surface layer protein%2C with cytochrome c domain,NA,NA,COG3391,General function prediction only
4516,BT_4428,conserved hypothetical protein,NA,NA,NA,NA
4517,BT_4429,putative pteridine-dependent dioxygenase,NA,NA,NA,NA
4518,BT_4430,cytochrome c biogenesis protein (ccsA),NA,NA,COG1333,"Posttranslational modification, protein turnover, chaperones"
4519,BT_4431,conserved hypothetical protein,NA,NA,NA,NA
4520,BT_4432,putative non-specific DNA-binding protein HU-1,NA,NA,COG0776,"Replication, recombination and repair"
4521,BT_4433,hypothetical protein,NA,NA,NA,NA
4522,BT_4434,hypothetical protein,NA,NA,NA,NA
4523,BT_4435,hypothetical protein,NA,NA,NA,NA
4524,BT_4436,Bacterial Ig-like%2C group 2,NA,NA,NA,NA
4525,BT_4437,transposase,NA,NA,COG3328,"Mobilome: prophages, transposons"
4526,BT_4438,hypothetical protein,NA,NA,NA,NA
4527,BT_4439,hypothetical protein,NA,NA,NA,NA
4528,BT_4440,conserved hypothetical protein%2C putative cell surface protein,NA,NA,NA,NA
4529,BT_4441,cell surface protein,NA,NA,NA,NA
4530,BT_4442,hypothetical protein,NA,NA,NA,NA
4531,BT_4443,N-acetylmuramoyl alanine amidase,K01448,3.5.1.28,COG0860,Cell wall/membrane/envelope biogenesis
4532,BT_4444,hypothetical protein,NA,NA,NA,NA
4533,BT_4445,conserved hypothetical protein,NA,NA,NA,NA
4534,BT_4446,sugar phosphate isomerase/epimerase,NA,NA,COG1082,Carbohydrate transport and metabolism
4535,BT_4447,conserved hypothetical protein,NA,NA,NA,NA
4536,BT_4448,putative dehydrogenase,NA,NA,COG0673,General function prediction only
4537,BT_4449,putative dehydrogenase,NA,NA,COG0673,General function prediction only
4538,BT_4450,conserved hypothetical protein,NA,NA,COG3274,Cell wall/membrane/envelope biogenesis
4539,BT_4451,putative MTA/SAH nucleosidase,K01243,3.2.2.9,COG0775,Nucleotide transport and metabolism
4540,BT_4452,conserved hypothetical protein,K09790,NA,COG2832,Function unknown
4541,BT_4453,6-pyruvoyl-tetrahydropterin synthase,K01737,4.1.2.50,COG0720,Coenzyme transport and metabolism
4542,BT_4454,conserved hypothetical protein,K10026,4.3.99.3,COG0602,Coenzyme transport and metabolism
4543,BT_4455,oxidoreductase%2C putative glycolate oxidase,K18928,NA,COG0247,Energy production and conversion
4544,BT_4456,putative electron transport protein,K18929,NA,COG1139,Energy production and conversion
4545,BT_4457,conserved hypothetical protein,K00782,NA,COG1556,Energy production and conversion
4546,BT_4458,pyridoxine kinase,K00868,2.7.1.35,COG2240,Coenzyme transport and metabolism
4547,BT_4459,conserved hypothetical protein%2C putative transport protein,K07148,NA,COG2311,Function unknown
4548,BT_4460,SusC homolog,NA,NA,NA,NA
4549,BT_4461,RNA polymerase ECF-type sigma factor,K03088,NA,COG1595,Transcription
4550,BT_4462,conserved hypothetical protein,NA,NA,COG0204,Lipid transport and metabolism
4551,BT_4463,phosphatidate cytidylyltransferase,K00981,2.7.7.41,COG4589,General function prediction only
4552,BT_4464,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase-related protein,NA,NA,COG0558,Lipid transport and metabolism
4553,BT_4465,conserved hypothetical protein%2C putative outer membrane protein,K07114,NA,COG2304,General function prediction only
4554,BT_4466,hypothetical protein,NA,NA,NA,NA
4555,BT_4467,hypothetical protein,NA,NA,NA,NA
4556,BT_t68,tRNA-Trp,K14235,NA,NA,NA
4557,BT_4468,conserved hypothetical protein,K00537,1.20.4.1,COG1393,Inorganic ion transport and metabolism
4558,BT_4469,conserved hypothetical protein,NA,NA,COG3663,"Replication, recombination and repair"
4559,BT_4470,SusC homolog,NA,NA,COG4771,Inorganic ion transport and metabolism
4560,BT_4471,SusD homolog,NA,NA,NA,NA
4561,BT_4472,conserved hypothetical protein,NA,NA,NA,NA
4562,BT_4473,putative purine permease,K16345,NA,COG2233,Nucleotide transport and metabolism
4563,BT_4474,conserved hypothetical protein,K01843,5.4.3.2,COG1509,Amino acid transport and metabolism
4564,BT_4475,conserved hypothetical protein,NA,NA,NA,NA
4565,BT_4476,amino acid carrier protein,K03310,NA,COG1115,Amino acid transport and metabolism
4566,BT_4477,putative ATP-dependent DNA helicase,NA,NA,COG2865,Transcription
4567,BT_4478,hypothetical protein,NA,NA,NA,NA
4568,BT_4479,integrase protein,NA,NA,COG4974,"Replication, recombination and repair"
4569,BT_4480,putative cell surface protein,NA,NA,NA,NA
4570,BT_4481,outer membrane protein,NA,NA,COG2885,Cell wall/membrane/envelope biogenesis
4571,BT_4482,conserved hypothetical protein,NA,NA,COG4277,General function prediction only
4572,BT_4483,conserved hypothetical protein,NA,NA,NA,NA
4573,BT_4484,conserved hypothetical protein,K07507,NA,COG1285,Inorganic ion transport and metabolism
4574,BT_4485,conserved hypothetical protein,NA,NA,NA,NA
4575,BT_4486,voltage-gated K+ channel protein,K10716,NA,NA,NA
4576,BT_4487,putative membrane-bound lytic murein transglycosylase,NA,NA,COG4623,Signal transduction mechanisms
4577,BT_4488,formamidopyrimidine-DNA glycosylase,K10563,4.2.99.18,COG0266,"Replication, recombination and repair"
4578,BT_4489,conserved hypothetical protein,NA,NA,NA,NA
4579,BT_4490,hypothetical protein,NA,NA,NA,NA
4580,BT_4491,hypothetical protein,NA,NA,NA,NA
4581,BT_4492,conserved hypothetical protein,NA,NA,NA,NA
4582,BT_4493,putative sugar nucleotide epimerase,K07071,NA,COG3040,Cell wall/membrane/envelope biogenesis
4583,BT_4494,conserved hypothetical protein,K06975,NA,COG2388,General function prediction only
4584,BT_4495,conserved hypothetical protein,NA,NA,NA,NA
4585,BT_4496,putative oxidoreductase,NA,NA,COG0300,General function prediction only
